Gene_Locus,Unambiguous Insertion Location?,GeneID,Tn_insertion_position(bp),Gene_Length(bp),PAO1_ortholog,Gene_Name,Gene_Description
PA14_43950,Y,GID1618,1100,1167,PA1588,sucC,succinyl-CoA synthetase subunit beta
PA14_43950,Y,GID1618,1100,1167,PA1588,sucC,succinyl-CoA synthetase subunit beta
PA14_43950,Y,GID1618,572,1167,PA1588,sucC,succinyl-CoA synthetase subunit beta
PA14_43950,Y,GID1618,57,1167,PA1588,sucC,succinyl-CoA synthetase subunit beta
PA14_43950,Y,GID1618,57,1167,PA1588,sucC,succinyl-CoA synthetase subunit beta
PA14_44070,Y,GID1172,175,1287,PA1580,gltA,type II citrate synthase
PA14_44080,Y,GID3795,112,609,PA1579,,hypothetical protein
PA14_44090,Y,GID5449,92,255,,,Fe-S-cluster oxidoreductase
PA14_44110,Y,GID4959,323,342,PA1577,,hypothetical protein
PA14_44120,Y,GID2738,88,867,PA1576,,3-hydroxyisobutyrate dehydrogenase
PA14_44130,Y,GID3983,196,552,PA1575,,hypothetical protein
PA14_44150,Y,GID3851,14,597,PA1573,,hypothetical protein
PA14_44160,Y,GID1714,705,1146,PA1572,,ATP-NAD kinase
PA14_44180,Y,GID2828,314,882,PA1570,,LysR family transcriptional regulator
PA14_44190,Y,GID1105,252,1389,PA1569,,sugar MFS transporter
PA14_44200,Y,GID4925,67,354,PA1568,,hypothetical protein
PA14_44210,Y,GID930,980,1398,PA1567,,glycine/D-amino acid oxidase
PA14_44230,Y,GID5734,9,189,,,hypothetical protein
PA14_44230,Y,GID5734,9,189,,,hypothetical protein
PA14_44240,Y,GID994,1085,1365,PA1566,,glutamine synthetase
PA14_44260,Y,GID1100,377,1311,PA1565,,oxidoreductase
PA14_44260,Y,GID1100,892,1311,PA1565,,oxidoreductase
PA14_44280,Y,GID1808,1041,1059,PA1563,,RNA 2'-O-ribose methyltransferase
PA14_44290,Y,GID102,65,2733,PA1562,acnA,aconitate hydratase
PA14_44300,Y,GID730,90,1566,PA1561,aer,aerotaxis receptor Aer
PA14_44340,Y,GID802,235,1428,PA1557,,cbb3-type cytochrome c oxidase subunit I
PA14_44340,Y,GID802,1265,1428,PA1557,,cbb3-type cytochrome c oxidase subunit I
PA14_44350,Y,GID3717,45,609,PA1556,,cbb3-type cytochrome c oxidase subunit II
PA14_44360,Y,GID2158,22,927,PA1555,,"cytochrome c oxidase, cbb3-type subunit III"
PA14_44360,Y,GID2158,148,927,PA1555,,"cytochrome c oxidase, cbb3-type subunit III"
PA14_44370,Y,GID808,238,1428,PA1554,ccoN,cbb3-type cytochrome c oxidase subunit I
PA14_44380,Y,GID3710,178,612,PA1553,,cbb3-type cytochrome c oxidase subunit II
PA14_44400,Y,GID2062,23,957,PA1552,,"cytochrome c oxidase, cbb3-type subunit III"
PA14_44420,Y,GID809,91,1416,PA1551,,ferredoxin
PA14_44420,Y,GID809,1196,1416,PA1551,,ferredoxin
PA14_44430,Y,GID4131,80,540,PA1550,,hypothetical protein
PA14_44440,Y,GID175,152,2436,PA1549,,cation-transporting P-type ATPase
PA14_44450,Y,GID5390,58,210,PA1548,,hypothetical protein
PA14_44460,Y,GID3465,290,684,PA1547,,hypothetical protein
PA14_44470,Y,GID949,73,1383,PA1546,hemN,coproporphyrinogen III oxidase
PA14_44480,Y,GID4572,140,468,PA1545,,hypothetical protein
PA14_44490,Y,GID3348,301,735,PA1544,anr,transcriptional regulator Anr
PA14_44500,Y,GID4142,324,549,PA1543,apt,adenine phosphoribosyltransferase
PA14_44510,Y,GID2630,86,837,PA1542,,hypothetical protein
PA14_44520,Y,GID4932,110,369,PA1541,,drug efflux transporter
PA14_44540,Y,GID2941,167,855,PA1539,,hypothetical protein
PA14_44560,Y,GID616,1033,1584,PA1538,,flavin-containing monooxygenase
PA14_44560,Y,GID616,559,1584,PA1538,,flavin-containing monooxygenase
PA14_44580,Y,GID3943,107,540,PA1536,,hypothetical protein
PA14_44590,Y,GID1676,506,1149,PA1535,,acyl-CoA dehydrogenase
PA14_44620,Y,GID5072,292,327,PA1533,,hypothetical protein
PA14_44640,Y,GID2768,6,867,PA1531,,hypothetical protein
PA14_44650,Y,GID4815,62,378,PA1530,,hypothetical protein
PA14_44680,Y,GID43,303,3489,PA1527,,chromosome segregation protein
PA14_44690,Y,GID3724,11,660,PA1526,,GntR family transcriptional regulator
PA14_44690,Y,GID3724,490,660,PA1526,,GntR family transcriptional regulator
PA14_44700,Y,GID1474,118,1134,PA1525,alkB2,alkane-1 monooxygenase
PA14_44710,Y,GID863,1018,1455,PA1524,xdhA,xanthine dehydrogenase
PA14_44710,Y,GID863,728,1455,PA1524,xdhA,xanthine dehydrogenase
PA14_44740,Y,GID178,1877,2400,PA1523,xdhB,xanthine dehydrogenase
PA14_44740,Y,GID178,176,2400,PA1523,xdhB,xanthine dehydrogenase
PA14_44760,Y,GID2796,159,840,PA1522,,xanthine dehydrogenase accessory factor X
PA14_44770,Y,GID1237,298,1305,PA1521,,guanine deaminase
PA14_44770,Y,GID1237,1016,1305,PA1521,,guanine deaminase
PA14_44800,Y,GID1179,344,1350,PA1519,,transporter
PA14_44800,Y,GID1179,34,1350,PA1519,,transporter
PA14_44800,Y,GID1179,97,1350,PA1519,,transporter
PA14_44820,Y,GID4779,51,381,PA1518,,transthyretin family protein
PA14_44830,Y,GID2192,566,927,PA1517,,hypothetical protein
PA14_44840,Y,GID4287,42,516,PA1516,,hypothetical protein
PA14_44850,Y,GID1930,393,999,PA1515,alc,allantoicase
PA14_44860,Y,GID4201,302,510,PA1514,,ureidoglycolate hydrolase
PA14_44880,Y,GID1221,89,1278,PA1513,,hypothetical protein
PA14_44880,Y,GID1221,677,1278,PA1513,,hypothetical protein
PA14_44890,Y,GID4107,18,519,PA5267,hcpA,secreted protein Hcp
PA14_44890,Y,GID4107,331,519,PA5267,hcpA,secreted protein Hcp
PA14_44900,Y,GID141,407,2529,PA1511,,hypothetical protein
PA14_44910,Y,GID543,713,1710,PA1510,,hypothetical protein
PA14_44920,Y,GID1807,179,1143,PA1509,,hypothetical protein
PA14_44930,Y,GID5254,55,261,PA1508,,hypothetical protein
PA14_44950,Y,GID1079,768,1368,PA1507,,transporter
PA14_44950,Y,GID1079,1221,1368,PA1507,,transporter
PA14_44960,Y,GID5023,42,330,PA1506,,hypothetical protein
PA14_44980,Y,GID3616,137,651,PA1504,,TetR family transcriptional regulator
PA14_45000,Y,GID499,100,1776,PA1502,gcl,glyoxylate carboligase
PA14_45010,Y,GID2951,38,783,PA1501,,hydroxypyruvate isomerase
PA14_45010,Y,GID2951,662,783,PA1501,,hydroxypyruvate isomerase
PA14_45030,Y,GID1347,536,1266,PA1499,,hypothetical protein
PA14_45050,Y,GID1000,648,1434,PA1498,pykF,pyruvate kinase
PA14_45070,Y,GID2737,35,852,PA1496,,potassium channel
PA14_45090,Y,GID3631,94,627,PA1495,,hypothetical protein
PA14_45100,Y,GID650,1621,1656,PA1494,,hypothetical protein
PA14_45100,Y,GID650,889,1656,PA1494,,hypothetical protein
PA14_45110,Y,GID2026,626,999,PA1493,cysP,sulfate-binding protein of ABC transporter
PA14_45120,Y,GID4902,214,357,PA1492,,hypothetical protein
PA14_45130,Y,GID1453,19,1236,PA1491,,transporter
PA14_45130,Y,GID1453,173,1236,PA1491,,transporter
PA14_45170,Y,GID1454,399,1191,PA1489,,oxidoreductase
PA14_45180,Y,GID1441,135,1239,PA1488,,oxidoreductase
PA14_45210,Y,GID1732,881,1101,PA1486,,hypothetical protein
PA14_45240,Y,GID1139,1060,1368,PA1485,,amino acid permease
PA14_45240,Y,GID1139,1060,1368,PA1485,,amino acid permease
PA14_45240,Y,GID1139,134,1368,PA1485,,amino acid permease
PA14_45250,Y,GID2913,254,807,PA1484,,transcriptional regulator
PA14_45260,Y,GID5454,31,435,,,hypothetical protein
PA14_45280,Y,GID1531,461,1224,PA1483,cycH,cytochrome c-type biogenesis protein
PA14_45280,Y,GID1531,1155,1224,PA1483,cycH,cytochrome c-type biogenesis protein
PA14_45310,Y,GID341,2,1974,PA1480,ccmF,cytochrome C-type biogenesis protein CcmF
PA14_45330,Y,GID4404,487,489,PA1479,ccmE,cytochrome c-type biogenesis protein CcmE
PA14_45330,Y,GID4404,487,489,PA1479,ccmE,cytochrome c-type biogenesis protein CcmE
PA14_45370,Y,GID3709,662,672,PA1476,ccmB,heme exporter protein CcmB
PA14_45430,Y,GID3393,449,738,PA1470,,short chain dehydrogenase
PA14_45450,Y,GID4640,12,417,PA1468,,hypothetical protein
PA14_45460,Y,GID2330,119,972,PA1467,,hypothetical protein
PA14_45470,Y,GID3421,131,687,PA1466,,hypothetical protein
PA14_45500,Y,GID4435,77,480,PA1464,,purine-binding chemotaxis protein
PA14_45510,Y,GID2607,515,891,PA1463,,CheW domain-containing protein
PA14_45520,Y,GID3088,546,789,PA1462,,plasmid partitioning protein
PA14_45540,Y,GID2597,136,891,PA1461,motD,flagellar motor protein MotD
PA14_45560,Y,GID3347,457,741,PA1460,motC,flagellar motor protein
PA14_45580,Y,GID1847,1105,1107,PA1459,,chemotaxis-specific methylesterase
PA14_45590,Y,GID261,1670,2262,PA1458,,two-component sensor
PA14_45590,Y,GID261,1670,2262,PA1458,,two-component sensor
PA14_45590,Y,GID261,148,2262,PA1458,,two-component sensor
PA14_45590,Y,GID261,147,2262,PA1458,,two-component sensor
PA14_45610,Y,GID3069,527,789,PA1457,cheZ,chemotaxis protein CheZ
PA14_45630,Y,GID3299,24,744,PA1455,fliA,flagellar biosynthesis sigma factor
PA14_45630,Y,GID3299,409,744,PA1455,fliA,flagellar biosynthesis sigma factor
PA14_45640,Y,GID2883,46,843,PA1454,fleN,flagellar synthesis regulator FleN
PA14_45660,Y,GID1380,697,1290,PA1453,flhF,flagellar biosynthesis regulator FlhF
PA14_45680,Y,GID323,1690,2124,PA1452,flhA,flagellar biosynthesis protein FlhA
PA14_45680,Y,GID323,367,2124,PA1452,flhA,flagellar biosynthesis protein FlhA
PA14_45700,Y,GID1262,526,1362,PA1451,,hypothetical protein
PA14_45700,Y,GID1262,526,1362,PA1451,,hypothetical protein
PA14_45710,Y,GID1361,24,1260,PA1450,,hypothetical protein
PA14_45710,Y,GID1361,811,1260,PA1450,,hypothetical protein
PA14_45720,Y,GID1761,695,1137,PA1449,flhB,flagellar biosynthesis protein FlhB
PA14_45760,Y,GID5283,226,270,PA1447,fliQ,flagellar biosynthesis protein FliQ
PA14_45760,Y,GID5283,227,270,PA1447,fliQ,flagellar biosynthesis protein FliQ
PA14_45770,Y,GID3316,374,768,PA1446,fliP,flagellar biosynthesis protein FliP
PA14_45790,Y,GID4482,359,474,PA1444,fliN,flagellar motor switch protein
PA14_45800,Y,GID2241,113,972,PA1443,fliM,flagellar motor switch protein FliM
PA14_45810,Y,GID4290,518,522,PA1442,fliL,flagellar basal body-associated protein FliL
PA14_45830,Y,GID1366,97,1284,PA1441,,hypothetical protein
PA14_45830,Y,GID1366,1276,1284,PA1441,,hypothetical protein
PA14_45840,Y,GID3850,230,588,PA1440,,hypothetical protein
PA14_45850,Y,GID4670,49,408,PA1439,,hypothetical protein
PA14_45850,Y,GID4670,366,408,PA1439,,hypothetical protein
PA14_45870,Y,GID907,63,1446,PA1438,,two-component sensor
PA14_45870,Y,GID907,446,1446,PA1438,,two-component sensor
PA14_45880,Y,GID3528,634,690,PA1437,,two-component response regulator
PA14_45890,Y,GID70,3031,3111,PA1436,,RND efflux transporter
PA14_45890,Y,GID70,1073,3111,PA1436,,RND efflux transporter
PA14_45920,Y,GID3343,307,714,PA1434,,hypothetical protein
PA14_45930,Y,GID395,390,1953,PA1433,,hypothetical protein
PA14_45940,Y,GID3828,177,606,PA1432,lasI,autoinducer synthesis protein LasI
PA14_45950,Y,GID5306,160,243,PA1431,rsaL,regulatory protein RsaL
PA14_45970,Y,GID127,602,2709,PA1429,,cation-transporting P-type ATPase
PA14_45980,Y,GID4553,134,432,PA1428,,acetyltransferase
PA14_45980,Y,GID4553,134,432,PA1428,,acetyltransferase
PA14_46000,Y,GID4981,223,357,PA1426,,hypothetical protein
PA14_46010,Y,GID700,9,1617,PA1425,,ABC transporter ATP-binding protein
PA14_46010,Y,GID700,656,1617,PA1425,,ABC transporter ATP-binding protein
PA14_46010,Y,GID700,656,1617,PA1425,,ABC transporter ATP-binding protein
PA14_46030,Y,GID1373,266,1254,PA1423,,chemotaxis transducer
PA14_46060,Y,GID2574,118,894,PA1422,gbuR,transcriptional regulator
PA14_46070,Y,GID2154,221,960,PA1421,gbuA,guanidinobutyrase
PA14_46080,Y,GID4639,133,420,PA1420,,hypothetical protein
PA14_46100,Y,GID750,127,1512,PA1419,,transporter
PA14_46110,Y,GID1078,328,1392,PA1418,,sodium:solute symport protein
PA14_46110,Y,GID1078,1310,1392,PA1418,,sodium:solute symport protein
PA14_46120,Y,GID658,82,1602,PA1417,,hypothetical protein
PA14_46140,Y,GID1063,1061,1383,PA1416,,hypothetical protein
PA14_46140,Y,GID1063,967,1383,PA1416,,hypothetical protein
PA14_46150,Y,GID3152,90,729,PA1415,,hypothetical protein
PA14_46180,Y,GID1560,959,1194,PA1412,,hypothetical protein
PA14_46180,Y,GID1560,959,1194,PA1412,,hypothetical protein
PA14_46200,Y,GID2460,6,912,PA1411,,hypothetical protein
PA14_46200,Y,GID2460,274,912,PA1411,,hypothetical protein
PA14_46200,Y,GID2460,274,912,PA1411,,hypothetical protein
PA14_46200,Y,GID2460,274,912,PA1411,,hypothetical protein
PA14_46220,Y,GID1743,78,1092,PA1410,,periplasmic spermidine/putrescine-binding protein
PA14_46230,Y,GID1837,392,1041,PA1409,aphA,acetylpolyamine aminohydrolase
PA14_46240,Y,GID213,68,2424,PA1408,,hypothetical protein
PA14_46240,Y,GID213,720,2424,PA1408,,hypothetical protein
PA14_46260,Y,GID3218,454,759,PA1406,,hypothetical protein
PA14_46270,Y,GID677,1513,1593,PA1405,,helicase
PA14_46290,Y,GID3898,25,633,PA1403,,TetR family transcriptional regulator
PA14_46300,Y,GID3689,287,666,PA1402,,hypothetical protein
PA14_46320,Y,GID50,671,3288,PA1400,,pyruvate carboxylase
PA14_46330,Y,GID2475,78,921,PA1399,,transcriptional regulator
PA14_46340,Y,GID4972,271,342,PA1398,,hypothetical protein
PA14_46370,Y,GID664,119,1623,PA1396,,two-component sensor
PA14_46380,Y,GID4633,217,417,PA1395,,hypothetical protein
PA14_46400,Y,GID2338,166,966,PA1380,,transcriptional regulator
PA14_46420,Y,GID2909,394,834,PA1379,,short chain dehydrogenase
PA14_46430,Y,GID4864,267,363,PA1378,,hypothetical protein
PA14_46440,Y,GID4151,75,534,PA1377,,acetyltransferase
PA14_46450,Y,GID518,144,1734,PA1376,aceK,bifunctional isocitrate dehydrogenase kinase/phosphatase
PA14_46470,Y,GID1669,227,1143,PA1375,pdxB,erythronate-4-phosphate dehydrogenase
PA14_46480,Y,GID4286,99,507,PA1374,,transcriptional regulator
PA14_46490,Y,GID1377,12,1269,PA1373,fabF2,3-oxoacyl-ACP synthase
PA14_46490,Y,GID1377,741,1269,PA1373,fabF2,3-oxoacyl-ACP synthase
PA14_46490,Y,GID1377,741,1269,PA1373,fabF2,3-oxoacyl-ACP synthase
PA14_46510,Y,GID5685,43,1359,,,hypothetical protein
PA14_46520,Y,GID5684,323,1140,,,hypothetical protein
PA14_46540,Y,GID5683,227,1701,,,hypothetical protein
PA14_46570,Y,GID4907,163,618,,,transcriptional regulator
PA14_46580,Y,GID3826,957,1116,,,multidrug efflux gene product
PA14_46590,Y,GID165,340,3090,,,AcrB/AcrD/AcrF family protein
PA14_46600,Y,GID5032,422,807,,,short chain dehydrogenase
PA14_46610,Y,GID5681,286,474,,,hypothetical protein
PA14_46620,Y,GID5680,117,1281,,,pyridine nucleotide-disulfide oxidoreductase
PA14_46640,Y,GID172,689,2442,PA1365,,siderophore receptor
PA14_46670,Y,GID5071,19,324,PA1362,,hypothetical protein
PA14_46680,Y,GID916,415,1434,PA1361,,transporter
PA14_46700,Y,GID2754,269,894,PA1360,,hypothetical protein
PA14_46720,Y,GID4745,67,399,PA1358,,hypothetical protein
PA14_46750,Y,GID1481,611,1107,PA1356,,hypothetical protein
PA14_46760,Y,GID4874,74,381,PA1355,,hypothetical protein
PA14_46770,Y,GID4666,395,426,PA1354,,hypothetical protein
PA14_46800,Y,GID1650,1027,1212,PA1352,,hypothetical protein
PA14_46810,Y,GID1634,499,1224,PA1351,,RNA polymerase ECF-subfamily sigma-70 factor
PA14_46820,Y,GID3017,222,750,PA1350,,hypothetical protein
PA14_46840,Y,GID3381,49,708,PA1348,,hypothetical protein
PA14_46850,Y,GID3382,551,693,PA1347,,transcriptional regulator
PA14_46860,Y,GID715,33,1548,PA1346,,lysine decarboxylase
PA14_46880,Y,GID661,1282,1590,PA1345,gshB,glutathione synthase
PA14_46880,Y,GID661,156,1590,PA1345,gshB,glutathione synthase
PA14_46900,Y,GID4464,381,459,PA1343,,hypothetical protein
PA14_46910,Y,GID2533,262,909,PA1342,,ABC transporter substrate-binding protein
PA14_46920,Y,GID3233,74,747,PA1341,,ABC transporter permease
PA14_46930,Y,GID3603,179,669,PA1340,,ABC transporter permease
PA14_46960,Y,GID587,1406,1674,PA1338,ggt,gamma-glutamyltranspeptidase
PA14_46960,Y,GID587,1406,1674,PA1338,ggt,gamma-glutamyltranspeptidase
PA14_46970,Y,GID1883,787,1089,PA1337,ansB,glutaminase-asparaginase
PA14_46980,Y,GID440,418,1902,PA1336,,two-component sensor
PA14_47000,Y,GID1753,121,1113,PA1334,,oxidoreductase
PA14_47030,Y,GID4121,433,552,PA1332,,hypothetical protein
PA14_47040,Y,GID773,12,1548,PA1331,,TerC family protein
PA14_47060,Y,GID3076,587,780,PA1330,,short chain dehydrogenase
PA14_47060,Y,GID3076,428,780,PA1330,,short chain dehydrogenase
PA14_47080,Y,GID2572,534,909,PA1328,,transcriptional regulator
PA14_47090,Y,GID397,194,1929,PA1327,,protease
PA14_47100,Y,GID723,200,1548,PA1326,ilvA2,threonine dehydratase
PA14_47110,Y,GID4749,301,408,PA1325,,hypothetical protein
PA14_47120,Y,GID4245,173,513,PA1324,,hypothetical protein
PA14_47130,Y,GID5070,55,333,PA1323,,hypothetical protein
PA14_47140,Y,GID249,197,2199,PA1322,,TonB-dependent receptor
PA14_47140,Y,GID249,197,2199,PA1322,,TonB-dependent receptor
PA14_47140,Y,GID249,1141,2199,PA1322,,TonB-dependent receptor
PA14_47150,Y,GID2573,360,891,PA1321,cyoE,protoheme IX farnesyltransferase
PA14_47160,Y,GID5010,275,336,PA1320,cyoD,cytochrome o ubiquinol oxidase subunit IV
PA14_47180,Y,GID3615,263,630,PA1319,cyoC,cytochrome o ubiquinol oxidase subunit III
PA14_47190,Y,GID312,35,1977,PA1318,cyoB,cytochrome o ubiquinol oxidase subunit I
PA14_47210,Y,GID1988,542,996,PA1317,cyoA,cytochrome o ubiquinol oxidase subunit II
PA14_47230,Y,GID793,1485,1542,PA1316,,MFS transporter
PA14_47230,Y,GID793,1485,1542,PA1316,,MFS transporter
PA14_47230,Y,GID793,634,1542,PA1316,,MFS transporter
PA14_47230,Y,GID793,909,1542,PA1316,,MFS transporter
PA14_47240,Y,GID3773,15,615,PA1315,,transcriptional regulator
PA14_47240,Y,GID3773,172,615,PA1315,,transcriptional regulator
PA14_47240,Y,GID3773,172,615,PA1315,,transcriptional regulator
PA14_47250,Y,GID4778,321,387,PA1314,,hypothetical protein
PA14_47260,Y,GID1108,844,1359,PA1313,,MFS transporter
PA14_47260,Y,GID1108,844,1359,PA1313,,MFS transporter
PA14_47270,Y,GID2528,30,912,PA1312,,LysR family transcriptional regulator
PA14_47270,Y,GID2528,614,912,PA1312,,LysR family transcriptional regulator
PA14_47280,Y,GID2824,93,828,PA1311,phnX,phosphonoacetaldehyde hydrolase
PA14_47280,Y,GID2824,661,828,PA1311,phnX,phosphonoacetaldehyde hydrolase
PA14_47300,Y,GID1730,25,1116,PA1310,phnW,2-aminoethylphosphonate--pyruvate transaminase
PA14_47300,Y,GID1730,25,1116,PA1310,phnW,2-aminoethylphosphonate--pyruvate transaminase
PA14_47300,Y,GID1730,700,1116,PA1310,phnW,2-aminoethylphosphonate--pyruvate transaminase
PA14_47320,Y,GID4119,368,525,PA1308,,hypothetical protein
PA14_47330,Y,GID2929,11,774,PA1307,,hypothetical protein
PA14_47340,Y,GID4570,431,462,PA1306,,HIT family protein
PA14_47350,Y,GID4324,16,474,PA1305,,hypothetical protein
PA14_47350,Y,GID4324,178,474,PA1305,,hypothetical protein
PA14_47350,Y,GID4324,178,474,PA1305,,hypothetical protein
PA14_47360,Y,GID290,116,2052,PA1304,,oligopeptidase
PA14_47370,Y,GID4177,416,540,PA1303,lepB,signal peptidase
PA14_47380,Y,GID126,299,2556,PA1302,,heme utilization protein
PA14_47390,Y,GID2168,557,984,PA1301,,transmembrane sensor
PA14_47410,Y,GID4344,202,450,PA1299,,hypothetical protein
PA14_47430,Y,GID2300,299,951,PA1297,,metal transporter
PA14_47440,Y,GID2345,311,933,PA1296,,2-hydroxyacid dehydrogenase
PA14_47450,Y,GID5157,48,294,PA1295,,hypothetical protein
PA14_47460,Y,GID1680,79,1125,PA1294,rnd,ribonuclease D
PA14_47490,Y,GID1856,511,1062,PA1293,,hypothetical protein
PA14_47500,Y,GID2620,104,855,PA1292,sseA,3-mercaptopyruvate sulfurtransferase
PA14_47520,Y,GID3954,152,594,PA1290,,transcriptional regulator
PA14_47540,Y,GID1212,12,1275,PA1288,,outer membrane protein
PA14_47550,Y,GID4020,328,555,PA1287,,glutathione peroxidase
PA14_47560,Y,GID1506,1070,1200,PA1286,,MFS transporter
PA14_47580,Y,GID4638,105,450,PA1285,,MarR family transcriptional regulator
PA14_47600,Y,GID460,1270,1821,PA1284,,acyl-CoA dehydrogenase
PA14_47600,Y,GID460,298,1821,PA1284,,acyl-CoA dehydrogenase
PA14_47640,Y,GID881,635,1506,PA1282,,major facilitator transporter
PA14_47640,Y,GID881,634,1506,PA1282,,major facilitator transporter
PA14_47670,Y,GID1976,749,1056,PA1279,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
PA14_47730,Y,GID2320,520,939,PA1275,cobD,cobalamin biosynthesis protein
PA14_47730,Y,GID2320,850,939,PA1275,cobD,cobalamin biosynthesis protein
PA14_47760,Y,GID1213,851,1308,PA1273,cobB,"cobyrinic acid a,c-diamide synthase"
PA14_47800,Y,GID425,416,1851,PA1271,,tonB-dependent receptor
PA14_47800,Y,GID425,1657,1851,PA1271,,tonB-dependent receptor
PA14_47810,Y,GID336,186,2040,PA1270,,hypothetical protein
PA14_47820,Y,GID3624,232,669,PA1269,,transcriptional regulator
PA14_47850,Y,GID1876,717,1116,PA1267,,hypothetical protein
PA14_47860,Y,GID1302,1145,1254,PA1266,,oxidoreductase
PA14_47880,Y,GID2753,307,867,PA1264,,transcriptional regulator
PA14_47890,Y,GID2232,599,945,PA1263,,hypothetical protein
PA14_47900,Y,GID958,224,1443,PA1262,,MFS transporter
PA14_47910,Y,GID3513,389,675,PA1261,,transcriptional regulator
PA14_47920,Y,GID2923,620,822,PA1260,,ABC transporter substrate-binding protein
PA14_47930,Y,GID536,747,1743,PA1259,,hypothetical protein
PA14_47930,Y,GID536,747,1743,PA1259,,hypothetical protein
PA14_47930,Y,GID536,1615,1743,PA1259,,hypothetical protein
PA14_47940,Y,GID3614,11,666,PA1258,,ABC transporter permease
PA14_47950,Y,GID3754,580,645,PA1257,,ABC transporter permease
PA14_47960,Y,GID3415,470,723,PA1256,,ABC transporter ATP-binding protein
PA14_48000,Y,GID2448,533,918,PA1254,,dihydrodipicolinate synthetase
PA14_48000,Y,GID2448,319,918,PA1254,,dihydrodipicolinate synthetase
PA14_48010,Y,GID719,1481,1581,PA1253,,semialdehyde dehydrogenase
PA14_48020,Y,GID2072,140,1005,PA1252,,L-malate dehydrogenase
PA14_48030,Y,GID772,697,1626,PA1251,,methyl-accepting chemotaxis transducer
PA14_48040,Y,GID4760,63,396,PA1250,aprI,alkaline proteinase inhibitor AprI
PA14_48060,Y,GID865,122,1440,PA1249,aprA,alkaline metalloproteinase
PA14_48090,Y,GID922,208,1446,PA1248,aprF,alkaline protease secretion outer membrane protein AprF precursor
PA14_48090,Y,GID922,433,1446,PA1248,aprF,alkaline protease secretion outer membrane protein AprF precursor
PA14_48100,Y,GID1317,337,1299,PA1247,aprE,alkaline protease secretion protein AprE
PA14_48140,Y,GID1421,8,1245,PA1245,,hypothetical protein
PA14_48140,Y,GID1421,807,1245,PA1245,,hypothetical protein
PA14_48160,Y,GID150,341,2577,PA1243,,sensor/response regulator hybrid
PA14_48170,Y,GID515,462,1773,PA1242,,hypothetical protein
PA14_48190,Y,GID4005,131,561,PA1241,,transcriptional regulator
PA14_48200,Y,GID3023,354,798,PA1240,,enoyl-CoA hydratase
PA14_48210,Y,GID2293,207,885,PA1239,,hydrolase
PA14_48230,Y,GID5647,83,102,,,hypothetical protein
PA14_48230,Y,GID5647,83,102,,,hypothetical protein
PA14_48240,Y,GID982,814,1449,PA1238,,outer membrane component of multidrug efflux pump
PA14_48280,Y,GID1736,176,1152,PA1237,,multidrug resistance efflux pump
PA14_48280,Y,GID1736,855,1152,PA1237,,multidrug resistance efflux pump
PA14_48300,Y,GID835,881,1512,PA1236,,MFS transporter
PA14_48300,Y,GID835,116,1512,PA1236,,MFS transporter
PA14_48340,Y,GID346,1100,2040,PA1232,,hypothetical protein
PA14_48350,Y,GID2571,606,909,PA1231,,hypothetical protein
PA14_48390,Y,GID2901,23,807,PA1229,,AraC family transcriptional regulator
PA14_48390,Y,GID2901,23,807,PA1229,,AraC family transcriptional regulator
PA14_48390,Y,GID2901,238,807,PA1229,,AraC family transcriptional regulator
PA14_48390,Y,GID2901,456,807,PA1229,,AraC family transcriptional regulator
PA14_48410,Y,GID2767,152,849,PA1227,,hypothetical protein
PA14_48420,Y,GID3922,107,609,PA1226,,transcriptional regulator
PA14_48440,Y,GID4011,257,606,,,NAD(P)H dehydrogenase
PA14_48450,Y,GID5639,782,1119,,PAD,peptidyl-arginine deiminase
PA14_48460,Y,GID4463,84,1113,,,polyamine ABC transporter substrate-binding protein
PA14_48470,Y,GID4087,529,912,,,N-carbamoylputrescine amidohydrolase
PA14_48490,Y,GID4900,125,1041,,,peptidylarginine deiminase
PA14_48520,Y,GID1490,368,1158,PA1222,,membrane-bound lytic murein transglycosylase A
PA14_48530,Y,GID445,254,1857,PA1221,,AMP-binding protein
PA14_48560,Y,GID2399,394,879,PA1218,,hypothetical protein
PA14_48570,Y,GID1026,115,1368,PA1217,,2-isopropylmalate synthase
PA14_48590,Y,GID3100,488,747,PA1216,,hypothetical protein
PA14_48590,Y,GID3100,80,747,PA1216,,hypothetical protein
PA14_48610,Y,GID652,300,1599,PA1214,,sparagine synthase
PA14_48640,Y,GID3740,482,636,PA1211,,hypothetical protein
PA14_48650,Y,GID3361,20,699,PA1210,,hypothetical protein
PA14_48650,Y,GID3361,196,699,PA1210,,hypothetical protein
PA14_48650,Y,GID3361,196,699,PA1210,,hypothetical protein
PA14_48660,Y,GID2426,514,936,PA1209,,hypothetical protein
PA14_48680,Y,GID737,193,1500,PA1208,,hypothetical protein
PA14_48700,Y,GID531,776,1842,PA1207,kefB,glutathione-regulated potassium-efflux system protein KefB
PA14_48700,Y,GID531,941,1842,PA1207,kefB,glutathione-regulated potassium-efflux system protein KefB
PA14_48710,Y,GID4403,241,474,PA1206,,hypothetical protein
PA14_48730,Y,GID2140,699,948,PA1205,,hypothetical protein
PA14_48740,Y,GID4080,242,558,PA1204,,hypothetical protein
PA14_48760,Y,GID3716,242,618,PA1202,,hydrolase
